,time,lat,lon,eletrico,n_particulas,d_particulas,ldsa
2851337,1341384900.0,47.376063,8.539556,8,8904,61.7,32.1
2851397,1341385200.0,47.377536,8.546082,8,9037,58.5,30.6
2851660,1341386520.0,47.374762,8.55075,8,10344,65.2,39.7
2851667,1341386580.0,47.375088,8.549451,8,6876,66.0,26.8
2851734,1341386880.0,47.376957,8.542487,8,19653,43.3,46.9
2851801,1341387300.0,47.369685,8.538547,8,8420,65.3,32.4
2851812,1341387360.0,47.369268,8.538308,8,10015,57.0,32.9
2851875,1341387660.0,47.364222999999996,8.531396,8,13294,51.5,38.8
2852758,1341392220.0,47.377016,8.541443,8,35416,51.1,102.4
2853225,1341394680.0,47.373938,8.538293,8,36901,45.5,93.2
2853231,1341394680.0,47.37314,8.538264999999999,8,9184,65.3,35.3
2853427,1341395700.0,47.376987,8.54073,8,25519,47.0,67.0
2853465,1341395880.0,47.37904,8.545064,8,4727,74.2,21.1
2853816,1341397680.0,47.377263,8.547742999999999,8,10666,75.9,48.8
2853971,1341398520.0,47.365784000000005,8.53227,8,45238,32.9,78.6
2854167,1341399540.0,47.379068,8.545028,8,7040,60.6,24.8
2854692,1341402300.0,47.364144,8.531528999999999,8,7564,57.6,25.1
2854801,1341402900.0,47.377012,8.540610000000001,8,17179,43.5,41.2
2854885,1341403320.0,47.374865,8.552387,8,38815,32.7,67.0
2855268,1341405360.0,47.376118,8.539446,8,24709,37.9,50.5
2855387,1341405960.0,47.364418,8.531493,8,20669,40.0,45.0
2855520,1341406620.0,47.376964,8.544228,8,14122,39.1,29.9
2856248,1341410460.0,47.376041,8.539434,8,28275,39.5,60.7
2856626,1341412440.0,47.377111,8.547619000000001,8,36283,27.8,51.8
2857393,1341416400.0,47.366397,8.532874000000001,8,33403,30.7,53.4
2857931,1341419160.0,47.374745000000004,8.550059,8,65307,28.1,94.2
2858168,1341420420.0,47.364194,8.531222,8,23193,35.8,44.3
2858313,1341421200.0,47.374081,8.538349,8,27360,33.7,48.9
2858759,1341423540.0,47.377825,8.544141999999999,8,22296,41.5,50.6
2858769,1341423540.0,47.377308,8.544286999999999,8,32142,57.3,106.2
2859167,1341425580.0,47.377258000000005,8.547813,8,14772,44.7,36.6
2859683,1341428280.0,47.376892,8.536844,8,10088,55.0,31.8
2860139,1341430680.0,47.378001,8.544345,8,13557,50.6,38.7
2860356,1341431760.0,47.377106,8.5443,8,18508,44.5,45.6
2860414,1341432060.0,47.374763,8.551192,8,11250,52.9,33.8
2860694,1341433500.0,47.377203,8.548528999999998,8,9885,53.7,30.3
2860885,1341434520.0,47.377065,8.544310000000001,8,11652,49.7,32.6
2860957,1341434880.0,47.376748,8.552797,8,5010,61.4,17.9
2861488,1341437520.0,47.379053000000006,8.545079,8,5772,59.2,19.8
2861815,1341439260.0,47.377001,8.554041,8,4479,60.4,15.7
2861830,1341439320.0,47.375391,8.552909,8,4572,60.3,16.0
2862107,1341440700.0,47.376596,8.548741999999999,8,9196,52.3,27.3
2862127,1341440820.0,47.375118,8.552808,8,6421,59.9,22.3
2862433,1341467460.0,47.369792,8.538867,8,12428,46.0,31.8
2862669,1341468660.0,47.376853000000004,8.543873,8,16391,47.7,43.7
2863251,1341471660.0,47.36399,8.531454,8,23153,36.8,45.8
2863398,1341472440.0,47.379287,8.54435,8,15047,47.9,40.4
2863690,1341473940.0,47.376129,8.553312,8,27188,31.3,44.6
2864643,1341478860.0,47.364946999999994,8.531694,8,12042,50.3,34.2
2865196,1341481680.0,47.376492999999996,8.539606,8,14850,48.1,40.0
2865216,1341481800.0,47.373224,8.538283,8,12127,53.2,36.7
2865241,1341481920.0,47.369823,8.538859,8,12653,47.9,34.0
2865344,1341482460.0,47.365059,8.531562,8,26365,59.8,91.4
2865980,1341485700.0,47.366664,8.533101,8,13165,49.3,36.5
2866016,1341485880.0,47.364171999999996,8.531792999999999,8,11034,48.2,29.8
2866207,1341486840.0,47.378337,8.545641,8,14062,43.1,33.4
2866920,1341490500.0,47.376870000000004,8.548677,8,22440,32.0,37.8
2867206,1341492000.0,47.375049,8.552686,8,11833,48.0,31.8
2867344,1341492660.0,47.373157,8.538416,8,27207,38.5,56.6
2867408,1341493020.0,47.367808000000004,8.535208,8,9490,52.5,28.3
2868061,1341496380.0,47.368984000000005,8.537878,8,9348,52.9,28.1
2868194,1341497040.0,47.369174,8.538286,8,8625,52.8,25.9
2868203,1341497100.0,47.36973,8.538916,8,11524,52.6,34.5
2868311,1341497640.0,47.377691,8.546078,8,83024,29.4,126.5
2868752,1341499920.0,47.369755,8.538825,8,8765,54.0,27.0
2868884,1341500640.0,47.369065,8.538074,8,5949,60.2,20.8
2868956,1341501000.0,47.376974,8.541374000000001,8,6215,61.6,22.3
2869320,1341502920.0,47.376878999999995,8.548669,8,31529,51.5,91.9
2869675,1341504720.0,47.372988,8.53837,8,6240,61.1,22.2
2869791,1341505320.0,47.377254,8.547867,8,5099,60.9,18.1
2870124,1341507060.0,47.377089,8.546971000000001,8,4450,65.4,17.1
2870494,1341508920.0,47.375978,8.539332,8,12998,52.6,38.9
2870947,1341511260.0,47.378333000000005,8.544203,8,9185,53.9,28.3
2871095,1341512040.0,47.365390999999995,8.531774,8,15180,51.8,44.6
2871185,1341512520.0,47.364160999999996,8.531293,8,12915,73.7,57.1
2871207,1341512580.0,47.367395,8.534105,8,15057,56.6,49.0
2871985,1341516720.0,47.37506,8.552724000000001,8,11853,59.1,40.6
2872509,1341519360.0,47.37724,8.547559,8,8411,55.1,26.6
2873967,1341560160.0,47.376166999999995,8.539609,8,9017,51.8,26.5
2874064,1341560700.0,47.364179,8.531802,8,9844,45.3,24.8
2874129,1341561060.0,47.367951,8.535925,8,11585,47.2,30.5
2874306,1341561960.0,47.377163,8.553063,8,61087,41.3,138.0
2874851,1341564780.0,47.371285,8.538735,8,9867,46.8,25.8
2875634,1341580140.0,47.37903,8.548163,8,14087,53.3,42.8
2875788,1341580920.0,47.369759,8.538922,8,14135,45.4,35.6
2875941,1341581700.0,47.36971,8.53894,8,6984,51.7,20.5
2876580,1341585000.0,47.363935,8.531532,8,10406,40.6,23.0
2876725,1341585720.0,47.378963,8.544998,8,14657,37.1,29.3
2876768,1341586020.0,47.376912,8.552692,8,8069,46.8,21.1
2877183,1341588120.0,47.370416999999996,8.538976,8,12685,47.0,33.3
2877202,1341588180.0,47.368203,8.536272,8,15179,44.0,36.9
2877757,1341591060.0,47.374744,8.550459,8,26619,30.9,42.9
2877801,1341591300.0,47.37893,8.545253,8,26216,32.3,44.5
2878578,1341595260.0,47.377132,8.546861,8,11009,43.9,26.7
2878703,1341595920.0,47.369784,8.538867,8,9710,47.3,25.7
2878958,1341597240.0,47.376709999999996,8.539850999999999,8,23074,44.8,57.2
2878970,1341597300.0,47.377009,8.541436000000001,8,21193,48.4,57.6
2879057,1341597780.0,47.374798,8.552269,8,17433,49.8,49.0
2879405,1341599520.0,47.37689,8.543782,8,26009,37.2,52.1
2879511,1341600060.0,47.377044,8.537007000000001,8,16546,40.7,36.7
2879931,1341602220.0,47.376596,8.552896,8,28157,41.7,64.3
2880063,1341602880.0,47.377362,8.537342,8,34358,35.8,65.7
2880103,1341603060.0,47.376998,8.536958,8,27809,33.9,50.0
2880711,1341606180.0,47.377402000000004,8.537326,8,11425,48.1,30.8
2881307,1341609300.0,47.376265000000004,8.536369,8,12222,46.9,32.0
2881719,1341611460.0,47.377018,8.554092,8,13735,42.6,32.2
2881761,1341611700.0,47.376388,8.548879,8,13679,44.6,33.8
2881787,1341611820.0,47.378417,8.545629,8,12109,43.9,29.4
2881873,1341612240.0,47.377103000000005,8.537035000000001,8,13842,47.4,36.7
2882435,1341615120.0,47.377258000000005,8.539411999999999,8,24241,47.1,63.7
2882451,1341615240.0,47.377675,8.537652,8,13989,47.1,36.8
2885279,1341658740.0,47.376227,8.536351,8,7024,52.7,21.0
2885354,1341659100.0,47.376996999999996,8.541704,8,14759,53.9,45.4
2886800,1341666540.0,47.375101,8.549381,8,10608,40.9,23.7
2887283,1341669000.0,47.36436,8.531999,8,6227,50.4,17.7
2887448,1341669840.0,47.378758000000005,8.544303999999999,8,12675,45.4,32.0
2888081,1341673140.0,47.372251,8.538364999999999,8,7124,52.3,21.2
2888141,1341673440.0,47.376853999999994,8.54388,8,14781,70.6,62.2
2888928,1341677520.0,47.376978,8.554058,8,6787,53.2,20.6
2889271,1341679200.0,47.377036,8.541789999999999,8,9305,53.1,28.1
2889325,1341679560.0,47.369833,8.538879,8,6665,52.5,19.9
2889490,1341680400.0,47.372871999999994,8.538199,8,7946,50.0,22.4
2889544,1341680640.0,47.376881,8.543883000000001,8,10741,46.4,27.8
2889637,1341681120.0,47.376976,8.554024,8,6238,53.6,19.1
2889967,1341682800.0,47.376976,8.542521,8,6274,55.3,19.9
2889983,1341682860.0,47.377027000000005,8.539981,8,6892,55.2,21.8
2890025,1341683160.0,47.369399,8.538474,8,6269,53.7,19.2
2890113,1341683580.0,47.364175,8.531298,8,5610,59.4,19.3
2890130,1341683700.0,47.366440999999995,8.532885,8,5917,56.3,19.1
2890204,1341684060.0,47.376069,8.539458,8,5575,56.9,18.2
2890611,1341686100.0,47.377239,8.547782000000002,8,3348,71.4,14.3
2890648,1341686280.0,47.377103000000005,8.544185,8,20447,65.8,79.2
2890696,1341686520.0,47.377074,8.54077,8,13510,51.6,39.5
2890714,1341686700.0,47.377758,8.53797,8,15054,48.8,41.3
2891152,1341688920.0,47.378958000000004,8.545228,8,4507,60.8,16.0
2891748,1341691980.0,47.377283,8.539368,8,25558,58.9,87.1
2892250,1341694560.0,47.37774,8.54613,8,15094,44.0,36.7
2892380,1341695220.0,47.375674,8.539264999999999,8,18861,45.8,48.0
2892382,1341695220.0,47.37603,8.539455,8,23715,48.8,64.9
2893394,1341700380.0,47.375184000000004,8.552788,8,11799,53.0,35.6
2893504,1341700920.0,47.377497999999996,8.537428,8,26763,52.3,79.4
2893957,1341703260.0,47.376915000000004,8.554628999999998,8,15202,49.2,42.1
2893962,1341703260.0,47.376985,8.554129,8,13868,51.4,40.4
2894149,1341704220.0,47.375617999999996,8.537672,8,23893,50.4,68.0
2894671,1341706920.0,47.377131,8.537011,8,17170,53.9,52.8
2894730,1341707220.0,47.376926,8.542093,8,19720,54.2,61.0
2894757,1341707340.0,47.379042,8.545061,8,16688,54.7,52.2
2895757,1341727380.0,47.377142,8.55293,8,9264,58.3,31.2
2896002,1341728580.0,47.376616,8.552846,8,9596,58.6,32.5
2896295,1341730140.0,47.376945,8.554217,8,11494,57.0,37.7
2896558,1341731460.0,47.377235999999996,8.548482,8,8804,62.6,32.2
2897286,1341735180.0,47.377637,8.546173,8,6970,68.3,28.2
2897602,1341736740.0,47.374802,8.55144,8,2229,48.8,6.1
2897800,1341737820.0,47.37746,8.546251,8,23753,17.3,19.5
2897834,1341738000.0,47.375509,8.549199,8,2545,42.0,5.9
2897851,1341738060.0,47.374990999999994,8.552594000000001,8,2593,43.6,6.2
2898249,1341740100.0,47.377106,8.536953,8,2776,41.7,6.3
2899157,1341744840.0,47.377153,8.553069,8,4748,48.4,12.9
2899255,1341745320.0,47.377087,8.540462,8,8992,56.9,29.5
2899490,1341746460.0,47.379057,8.545044,8,5417,47.1,14.2
2899752,1341747780.0,47.377209,8.552854,8,3711,55.5,11.8
2900067,1341749460.0,47.378136,8.54424,8,7215,54.8,22.6
2901251,1341755580.0,47.375236,8.549284,8,14513,51.6,42.5
2901680,1341757740.0,47.377114,8.536987,8,10170,41.5,23.1
2902106,1341759960.0,47.377344,8.54828,8,8891,45.0,22.2
2902750,1341763320.0,47.376979,8.542487,8,18544,31.2,30.3
2903036,1341764760.0,47.376951,8.554188,8,6920,43.9,16.8
2905811,1341778980.0,47.377906,8.544332,8,14178,45.3,35.6
2906140,1341780720.0,47.375928,8.553321,8,8093,38.2,16.7
2906209,1341781080.0,47.377499,8.544275,8,7694,46.4,19.9
2906406,1341782100.0,47.376601,8.548747,8,8060,45.7,20.5
2906880,1341784500.0,47.377131,8.536997999999999,8,7584,42.4,17.7
2907314,1341786660.0,47.377101,8.541502000000001,8,9627,38.5,20.1
2907749,1341788940.0,47.375329,8.552877,8,7830,33.7,14.0
2907789,1341789120.0,47.377517,8.546275,8,10602,32.1,17.9
2907889,1341789600.0,47.377081,8.536942999999999,8,9058,33.9,16.3
2907993,1341790140.0,47.377265,8.547678999999999,8,8492,31.8,14.1
2909766,1341812700.0,47.376878000000005,8.543778,8,5117,41.4,11.6
2909793,1341812820.0,47.376186,8.539502,8,5545,43.1,13.2
2909833,1341813000.0,47.369775,8.538874,8,6224,38.4,12.9
2910099,1341814380.0,47.378861,8.545274000000001,8,4505,43.6,10.8
2910439,1341816120.0,47.377075,8.546919,8,9664,39.4,20.7
2910485,1341816360.0,47.376996000000005,8.542119999999999,8,9142,40.4,20.1
2911298,1341820560.0,47.367847,8.535393,8,5957,49.7,16.7
2911530,1341821700.0,47.37908,8.545069999999999,8,30574,23.3,35.6
2911915,1341823680.0,47.377023,8.539951,8,15364,47.8,41.1
2911917,1341823740.0,47.376715000000004,8.53973,8,13452,41.9,30.9
2912194,1341825120.0,47.376204,8.539415,8,17397,40.6,38.5
2912313,1341825720.0,47.377024,8.553804,8,7162,40.3,15.7
2913534,1341832020.0,47.375484,8.539168,8,14733,49.1,40.7
2913968,1341834300.0,47.379027,8.545124000000001,8,13393,37.5,27.1
2913989,1341834420.0,47.376913,8.543854,8,23854,37.2,47.7
2914281,1341835860.0,47.377155,8.544302,8,13103,33.3,23.1
2914908,1341839100.0,47.369733000000004,8.539086,8,12629,36.9,25.0
2914916,1341839160.0,47.371175,8.538848,8,9162,36.3,17.8
2915322,1341841260.0,47.374774,8.551015,8,13895,32.5,23.7
2915492,1341842100.0,47.367694,8.535052,8,16321,32.4,27.8
2915562,1341842460.0,47.365049,8.53167,8,15445,33.1,27.0
2916112,1341845340.0,47.376769,8.539750999999999,8,22165,33.5,39.3
2916318,1341846360.0,47.370565,8.538896000000001,8,15376,35.5,29.1
2916339,1341846480.0,47.374727,8.538862,8,21123,41.2,47.6
2917166,1341850680.0,47.376861,8.543902000000001,8,11965,40.0,26.0
2917225,1341850980.0,47.375217,8.549366000000001,8,12233,39.4,26.2
2917823,1341854040.0,47.364379,8.531449,8,9999,41.9,23.0
2918334,1341856680.0,47.377159000000006,8.547808,8,11491,41.8,26.3
2918362,1341856860.0,47.379458,8.544601,8,12791,40.9,28.5
2918418,1341857100.0,47.376188,8.539489,8,23648,47.6,63.0
2918741,1341858780.0,47.376858,8.543947,8,11696,49.6,32.7
2919434,1341862320.0,47.375840999999994,8.553321,8,13185,40.1,28.8
2919692,1341863640.0,47.377179999999996,8.552802,8,12618,39.3,26.9
2919847,1341864420.0,47.377132,8.537009,8,14294,43.8,34.6
2919901,1341864660.0,47.375684,8.53914,8,13496,43.0,32.0
2919959,1341864960.0,47.379104,8.544292,8,9658,42.3,22.4
2925442,1341904740.0,47.367155,8.544765,8,17754,50.6,50.8
2925902,1341907140.0,47.369568,8.538477,8,8076,51.6,23.6
2926006,1341907680.0,47.370269,8.548993,8,72557,41.3,163.8
2926518,1341910800.0,47.372916,8.550301,8,48607,50.8,139.6
2926557,1341911040.0,47.367237,8.544961,8,13722,47.7,36.6
2928708,1341923160.0,47.371078000000004,8.536461,8,8263,55.7,26.4
2928746,1341923400.0,47.373512,8.5293,8,8480,53.4,25.8
2928995,1341924660.0,47.372371,8.534473,8,11946,64.9,45.6
2929991,1341930240.0,47.372531,8.526864999999999,8,8555,55.3,27.1
2930051,1341930600.0,47.369592,8.539529,8,9692,53.4,29.5
2931030,1341936240.0,47.373482,8.529466000000001,8,11251,41.1,25.2
2932873,1341946860.0,47.369597999999996,8.538950999999999,8,17128,46.3,44.1
2932942,1341947220.0,47.372012,8.526266,8,17567,45.1,44.0
2936622,1341985140.0,47.367165,8.54492,8,64566,21.7,69.3
2938609,1341996540.0,47.37363,8.531037,8,9375,45.0,23.4
2938662,1341996780.0,47.36817,8.539817999999999,8,8795,42.1,20.3
2938767,1341997320.0,47.374359000000005,8.549814,8,25019,37.1,49.9
2939678,1342002540.0,47.370098,8.537841,8,6993,42.3,16.2
2940650,1342008120.0,47.3736,8.53,8,10640,41.1,23.9
2940749,1342008600.0,47.36678,8.540381,8,19048,37.4,38.4
2941810,1342014600.0,47.367025,8.543777,8,21776,39.3,46.5
2941849,1342014780.0,47.370277,8.549012,8,11378,41.5,25.8
2942344,1342017780.0,47.376846,8.548558,8,7637,51.0,22.0
2942440,1342018260.0,47.366484,8.540958999999999,8,17754,42.2,41.1
2943388,1342023600.0,47.377859,8.548155,8,9208,49.2,25.5
2943923,1342026360.0,47.369721999999996,8.538975,8,7983,45.6,20.2
2944046,1342026960.0,47.372366,8.550614999999999,8,10990,40.7,24.4
2944718,1342031040.0,47.373674,8.530104,8,10273,37.4,20.7
2945129,1342033140.0,47.367178,8.544899000000001,8,20774,43.8,50.3
2945675,1342036500.0,47.370607,8.549288,8,11766,35.7,22.4
2945681,1342036560.0,47.370597,8.549283,8,10302,35.8,19.7
2945721,1342036740.0,47.367166999999995,8.544795,8,21495,35.3,40.4
2948057,1342084380.0,47.373367,8.531875999999999,8,15149,33.3,26.6
2948062,1342084440.0,47.373564,8.529689,8,10491,36.4,20.5
2949366,1342091700.0,47.369879,8.538027,8,8826,38.7,18.5
2949449,1342092120.0,47.367184,8.544932000000001,8,13710,39.5,29.4
2949488,1342092300.0,47.371394,8.55012,8,14939,37.5,30.2
2950466,1342097820.0,47.366823,8.542852,8,9833,47.0,25.8
2951059,1342101600.0,47.367152000000004,8.544758,8,6543,44.2,16.0
2951375,1342103280.0,47.373868,8.52951,8,5454,40.9,12.2
2951423,1342103520.0,47.370098999999996,8.537506,8,7591,39.6,16.4
2953087,1342113120.0,47.367065000000004,8.543959,8,24020,39.3,51.2
2957453,1342158240.0,47.376492999999996,8.548836999999999,8,20843,45.4,52.5
2957917,1342161240.0,47.368803,8.547624,8,41138,36.1,79.6
2959103,1342167900.0,47.369695,8.538998,8,13927,40.4,30.7
2960108,1342173600.0,47.366493,8.541024,8,12885,50.3,36.5
2960468,1342175460.0,47.368541,8.539849,8,16025,49.9,45.1
2961056,1342179180.0,47.370385,8.549007000000001,8,15310,52.3,45.5
2961127,1342179480.0,47.366723,8.540453,8,9824,49.6,27.5
2961177,1342179780.0,47.373278000000006,8.532244,8,8598,49.7,24.0
2961394,1342180980.0,47.373534,8.529753999999999,8,6977,45.2,17.5
2962660,1342198920.0,47.373436,8.529042,8,9552,40.0,20.8
2962714,1342199220.0,47.372731,8.534167,8,11271,42.5,26.3
2963806,1342205460.0,47.369665000000005,8.538986999999999,8,18225,41.2,41.1
2964376,1342208940.0,47.37903,8.54808,8,18194,40.8,40.5
2964408,1342209120.0,47.372964,8.550232000000001,8,17537,40.3,38.5
2964561,1342209900.0,47.373636,8.530114,8,12889,37.7,26.2
2967153,1342261740.0,47.364151,8.531724,8,2651,30.9,4.3
2967189,1342261920.0,47.365955,8.53239,8,2325,29.3,3.5
2967740,1342264680.0,47.376957,8.542505,8,13521,24.2,16.5
2967812,1342265100.0,47.367858,8.535203,8,16709,16.2,12.8
2967912,1342265580.0,47.367988000000004,8.535898,8,10665,17.5,8.9
2967936,1342265700.0,47.36998,8.539205,8,12833,17.7,10.8
2967950,1342265820.0,47.373044,8.538235,8,9022,22.1,9.9
2967976,1342265940.0,47.376172,8.539429,8,11341,25.0,14.3
2968366,1342267920.0,47.376671,8.548765,8,8718,23.3,10.1
2969021,1342271340.0,47.376356,8.553101,8,23896,18.8,21.7
2969046,1342271520.0,47.375184999999995,8.549404,8,25629,17.7,21.7
2969464,1342273680.0,47.376558,8.55296,8,27763,18.4,24.5
2969711,1342275000.0,47.376017,8.553345,8,26584,16.5,20.7
2969777,1342275300.0,47.378424,8.544264,8,23741,17.3,19.5
2969826,1342275540.0,47.375658,8.53923,8,29162,24.4,35.8
2969945,1342276260.0,47.363941,8.53144,8,26486,17.7,22.3
2970079,1342276920.0,47.379016,8.544319,8,23621,19.7,22.6
2970114,1342277100.0,47.376825,8.548675,8,24599,18.2,21.4
2970545,1342279320.0,47.370173,8.539085,8,19011,19.5,18.0
2971129,1342282260.0,47.374767999999996,8.550292,8,17789,26.7,24.3
2971339,1342283400.0,47.364202,8.53182,8,23951,21.0,24.7
2971352,1342283460.0,47.364841,8.531667,8,23876,23.9,28.5
2972610,1342290240.0,47.367798,8.535287,8,10730,26.5,14.5
2972669,1342290540.0,47.364128,8.53151,8,11818,35.6,22.5
2972805,1342291200.0,47.376743,8.5398,8,17972,29.2,27.2
2973184,1342293240.0,47.37914,8.544946000000001,8,8294,31.5,13.7
2973268,1342293720.0,47.37611,8.536286,8,8362,32.0,14.0
2973750,1342296300.0,47.377173,8.537057,8,6091,37.4,12.3
2973856,1342296840.0,47.376846,8.548598,8,6619,38.7,13.9
2973874,1342296960.0,47.374821000000004,8.552192999999999,8,7590,39.0,16.1
2974245,1342298940.0,47.377014,8.541921,8,12383,37.8,25.2
2974918,1342302540.0,47.376989,8.540927,8,12436,48.3,33.7
2975363,1342304940.0,47.377321,8.544246000000001,8,26461,32.4,45.1
2976533,1342311120.0,47.377645,8.537619,8,7545,35.7,14.4
2976560,1342311240.0,47.377122,8.537019,8,9757,36.3,19.0
2976953,1342313340.0,47.377207,8.552953,8,5917,35.7,11.3
2982253,1342504380.0,47.367696,8.534822,8,9351,39.5,20.0
2982443,1342505340.0,47.37634,8.539666,8,6543,47.5,17.4
2982814,1342507380.0,47.376921,8.548642,8,9040,44.6,22.3
2982905,1342507800.0,47.376038,8.539699,8,17811,43.7,42.9
2983007,1342508340.0,47.36423,8.53191,8,5643,48.8,15.5
2983466,1342510800.0,47.37539,8.552919000000001,8,5823,47.5,15.5
2983471,1342510800.0,47.37508,8.552674,8,14475,35.9,27.8
2983529,1342511100.0,47.378619,8.544288,8,12088,39.6,26.0
2983796,1342512540.0,47.372388,8.538314999999999,8,7938,58.3,26.8
2983857,1342512840.0,47.378623,8.544314,8,11492,46.6,29.8
2984860,1342518120.0,47.37692,8.548638,8,10054,49.9,28.3
2984935,1342518540.0,47.377041,8.540594,8,5562,50.8,16.0
2984957,1342518600.0,47.375351,8.539155000000001,8,8176,54.5,25.5
2985119,1342519440.0,47.368579,8.537428,8,11110,45.3,28.0
2985671,1342522380.0,47.368912,8.537799,8,11247,42.4,26.2
2985705,1342522560.0,47.365362,8.531753,8,9063,46.4,23.4
2985795,1342523040.0,47.369779,8.538889999999999,8,11221,42.8,26.4
2985938,1342523760.0,47.374756,8.551437,8,15458,32.3,26.2
2985955,1342523820.0,47.375538,8.553096,8,10016,45.6,25.4
2986343,1342525860.0,47.376243,8.539536,8,19116,38.6,39.9
2986354,1342525860.0,47.373959,8.538406,8,20792,35.0,38.7
2986441,1342526340.0,47.36423,8.53145,8,6704,42.9,15.8
2986480,1342526520.0,47.36711,8.533736,8,9340,61.8,33.6
2986621,1342527240.0,47.377003,8.546706,8,23913,30.7,38.3
2986897,1342528740.0,47.377139,8.553298,8,11017,38.2,22.8
2986922,1342528860.0,47.374722,8.55008,8,10980,40.4,24.2
2987245,1342530540.0,47.37601,8.539404,8,13359,39.7,28.8
2987648,1342532700.0,47.377274,8.547476,8,14330,36.5,28.0
2987661,1342532760.0,47.378696000000005,8.545528,8,19749,42.1,45.6
2987699,1342532940.0,47.376791,8.543753,8,19085,36.1,36.9
2987774,1342533360.0,47.369993,8.539067,8,20210,35.4,38.1
2987934,1342534200.0,47.373342,8.538194,8,17563,35.7,33.5
2987959,1342534320.0,47.376788,8.539896,8,14482,39.5,31.0
2988590,1342537680.0,47.375884,8.539471,8,13833,38.5,28.8
2988703,1342538280.0,47.37498,8.552629,8,14615,37.4,29.4
2989171,1342540740.0,47.364109,8.53147,8,11585,36.7,22.8
