,time,lat,lon,eletrico,n_particulas,d_particulas,ldsa
4300590,1351162440.0,47.371857,8.542803999999999,4,3373,72.1,14.0
4300889,1351163940.0,47.36707,8.545428999999999,4,9394,51.9,26.7
4301550,1351167360.0,47.370884999999994,8.542923,4,6489,59.3,21.5
4301823,1351168860.0,47.366063,8.546750999999999,4,5290,61.2,18.2
4301862,1351169040.0,47.371459,8.542864999999999,4,7069,57.0,22.4
4302901,1351174380.0,47.379952,8.537548,4,5833,57.6,18.7
4303510,1351177620.0,47.360693,8.551897,4,8561,48.2,22.4
4303765,1351179000.0,47.373929,8.542928,4,2911,85.2,14.6
4303817,1351179300.0,47.379559,8.537533999999999,4,24734,27.6,34.0
4304722,1351183920.0,47.374072,8.542969,4,11544,69.4,45.8
4304998,1351188900.0,47.374015,8.543044,4,7294,55.6,22.5
4305957,1351193940.0,47.376505,8.543667999999998,4,5873,62.7,20.7
4306509,1351196820.0,47.377458000000004,8.541714,4,5732,74.7,24.8
4306859,1351198620.0,47.376583000000004,8.543661,4,5070,64.0,18.3
4313591,1351233300.0,47.379056,8.538715,4,6938,64.4,25.3
4314310,1351236960.0,47.377469,8.541699000000001,4,20874,47.0,52.9
4316413,1351247940.0,47.377155,8.539824000000001,4,17628,38.6,35.7
4317227,1351252140.0,47.377238,8.539392,4,18162,44.0,42.7
4317247,1351252200.0,47.377066,8.541142,4,11311,61.9,39.4
4317811,1351255140.0,47.377704,8.537696,4,5999,65.0,22.1
4318575,1351259040.0,47.377047999999995,8.536941,4,17063,42.5,38.5
4320000,1351266360.0,47.375925,8.536331,4,17302,43.0,39.7
4320614,1351269540.0,47.377322,8.539221000000001,4,33388,58.2,108.3
4320637,1351269660.0,47.377045,8.536947,4,3638,81.5,17.4
4320740,1351270140.0,47.377018,8.54084,4,5138,68.2,20.0
4321304,1351273080.0,47.377093,8.540092999999999,4,15146,56.3,47.3
4322059,1351276920.0,47.377725,8.538146000000001,4,9896,53.2,29.0
4322136,1351277340.0,47.377038,8.538366,4,9805,54.5,29.5
4322162,1351277460.0,47.377001,8.540562,4,12897,66.8,49.1
4322760,1351280520.0,47.377265,8.537247,4,16024,79.2,74.0
4324282,1351288380.0,47.378840999999994,8.539691,4,19802,47.6,50.9
4324824,1351291200.0,47.377032,8.536961,4,9464,54.1,28.2
4324963,1351291920.0,47.377486,8.541780000000001,4,20481,45.7,50.4
4340985,1349156640.0,47.373,8.538277,5,8805,57.4,28.2
4341002,1349156700.0,47.376183000000005,8.539608,5,6712,55.3,20.6
4341511,1349159400.0,47.379476000000004,8.537677,5,25334,40.9,55.6
4342637,1349165220.0,47.377484,8.54172,5,28044,42.0,63.4
4343077,1349167560.0,47.369782,8.538825,5,30065,46.8,76.7
4343108,1349167680.0,47.374186,8.538525,5,27949,46.9,71.4
4345666,1349180940.0,47.378513,8.540782,5,8328,51.5,23.6
4347299,1349189280.0,47.379560999999995,8.53754,5,10150,43.3,23.7
4348347,1349194680.0,47.379908,8.537546,5,14863,39.4,31.3
4348990,1349197980.0,47.369828999999996,8.538913,5,10579,46.4,26.7
4349463,1349200440.0,47.377126000000004,8.541665,5,22495,39.7,47.7
4350055,1349203500.0,47.377051,8.540367,5,14505,52.8,42.3
4350142,1349203920.0,47.366902,8.533412,5,14421,44.2,34.5
4350527,1349205900.0,47.371934,8.53849,5,18292,43.5,43.0
4351101,1349208780.0,47.378585,8.540687,5,30082,39.3,63.2
4354612,1349245140.0,47.377058,8.540099,5,12373,43.8,29.3
4354665,1349245380.0,47.368255,8.536561,5,10333,47.8,27.0
4356130,1349253060.0,47.377386,8.541736,5,27562,41.7,61.7
4356165,1349253240.0,47.379412,8.537918,5,28316,42.5,64.8
4356657,1349255760.0,47.377719,8.541741,5,15587,41.6,34.8
4356716,1349256000.0,47.370108,8.539174000000001,5,17329,41.0,38.1
4356747,1349256180.0,47.368001,8.535029,5,15593,44.8,37.9
4356777,1349256360.0,47.364329,8.52957,5,8903,49.2,24.0
4358097,1349263200.0,47.364571999999995,8.530507,5,7790,52.6,22.6
4358124,1349263380.0,47.367897,8.535875,5,9590,46.3,24.2
4358223,1349263920.0,47.378571,8.540846,5,29234,38.3,59.6
4359139,1349268660.0,47.365154,8.531469,5,4061,63.4,14.5
4359826,1349272140.0,47.37725,8.53936,5,7919,46.9,20.3
4360788,1349277120.0,47.379996999999996,8.537529,5,17976,46.4,45.3
4362596,1349286420.0,47.379532,8.537611,5,16846,36.6,32.7
4362603,1349286480.0,47.379908,8.537543,5,11067,49.8,30.2
4363490,1349290980.0,47.361389,8.525635000000001,5,18283,46.0,45.7
4364520,1349296320.0,47.367176,8.533935000000001,5,18385,43.8,43.6
4364531,1349296380.0,47.367975,8.535919,5,18904,40.2,40.7
4365194,1349299800.0,47.373982,8.538241000000001,5,17724,42.3,40.4
4365208,1349299860.0,47.371965,8.538464999999999,5,15226,44.5,36.7
4365654,1349302140.0,47.375794,8.539328,5,22119,36.8,43.2
4366169,1349304780.0,47.37792,8.541684,5,15331,45.5,37.9
4366507,1349306460.0,47.361909000000004,8.526353,5,11654,45.0,28.4
4367529,1349311740.0,47.362429,8.526957000000001,5,9564,50.4,26.4
4367592,1349312100.0,47.371396999999995,8.530238,5,9331,54.3,28.1
4369102,1349332680.0,47.375933,8.53738,5,16612,48.4,43.9
4370246,1349338620.0,47.370271,8.55044,5,16356,46.3,41.2
4370338,1349339100.0,47.377109000000004,8.540203,5,15386,44.1,36.7
4370370,1349339220.0,47.376098,8.537455,5,27743,36.1,53.1
4370380,1349339280.0,47.376009,8.536429,5,17546,45.4,43.2
4371762,1349346480.0,47.371433,8.547801,5,16058,46.7,40.9
4373441,1349355120.0,47.375757,8.5371,5,7453,49.2,20.1
4373745,1349356680.0,47.372766,8.547456,5,10854,46.1,27.2
4373854,1349357280.0,47.374653,8.532488,5,7466,48.1,19.6
4374657,1349361420.0,47.377097,8.541348,5,6964,50.6,19.4
4375170,1349364060.0,47.376242,8.534346000000001,5,11258,55.6,34.8
4375604,1349366220.0,47.376175,8.534243,5,9469,47.8,24.7
4376450,1349370660.0,47.376761,8.543844,5,11535,49.6,31.4
4376600,1349371440.0,47.374116,8.525714,5,11803,49.5,32.0
4379583,1349386800.0,47.371,8.548127000000001,5,10111,42.8,23.3
4383001,1349415660.0,47.367036999999996,8.544754,5,5287,59.6,17.6
4383064,1349415960.0,47.372194,8.534732,5,4170,65.4,15.4
4383538,1349418480.0,47.366527000000005,8.541442,5,13331,55.2,40.8
4383808,1349419860.0,47.365475,8.547652000000001,5,24232,39.5,51.1
4384342,1349422680.0,47.372915,8.533493,5,28897,35.6,54.4
4384751,1349424840.0,47.370612,8.536988000000001,5,14969,44.8,36.3
4385188,1349427060.0,47.373674,8.529981,5,22206,36.7,43.2
4385507,1349428740.0,47.362936,8.550097000000001,5,21727,29.2,32.9
4386086,1349431740.0,47.372479,8.534541,5,22707,46.1,56.9
4386982,1349436360.0,47.369918,8.538063000000001,5,10512,44.9,25.6
4387003,1349436480.0,47.369011,8.539556,5,12349,44.0,29.4
4387374,1349438340.0,47.369786,8.538157,5,10082,54.9,30.7
4387871,1349440980.0,47.366543,8.541482,5,7021,57.1,22.3
4388259,1349443020.0,47.373711,8.529516000000001,5,10551,53.9,31.4
4388966,1349446740.0,47.363003000000006,8.549878,5,6291,61.6,21.8
4389506,1349449440.0,47.3733,8.528424000000001,5,7270,53.6,21.5
4389586,1349449920.0,47.366528,8.541458,5,18189,52.7,52.8
4389877,1349451420.0,47.365518,8.547483,5,6662,59.8,22.3
4389908,1349451540.0,47.366941,8.545103999999998,5,15017,45.7,37.3
4390899,1349456640.0,47.367546999999995,8.540137,5,14212,45.0,34.7
4391543,1349460000.0,47.366748,8.542368,5,26590,40.2,57.2
4391935,1349462040.0,47.374297,8.525302,5,19886,48.0,52.2
4393270,1349468940.0,47.373626,8.53045,5,45967,43.5,108.0
4393376,1349469480.0,47.366568,8.545972,5,22212,47.3,57.2
4393406,1349469660.0,47.36221,8.55055,5,18217,47.8,47.6
4393654,1349470920.0,47.372262,8.534778999999999,5,23256,48.3,61.4
4395694,1349503320.0,47.373529,8.530978,5,8888,49.1,23.9
4395731,1349503500.0,47.375977,8.537383,5,6799,53.2,20.0
4395990,1349504880.0,47.370251,8.550597999999999,5,9064,51.7,25.8
4396118,1349505540.0,47.373468,8.531462,5,15575,50.3,43.0
4396665,1349508360.0,47.372457,8.547588000000001,5,33828,28.5,49.8
4396886,1349509440.0,47.370715000000004,8.548928,5,7328,49.7,20.0
4397021,1349510160.0,47.37334,8.528862,5,12708,38.3,25.9
4398198,1349516160.0,47.373452,8.529465,5,6183,56.3,19.4
4398293,1349516640.0,47.375392,8.54539,5,14233,44.0,33.9
4398612,1349518320.0,47.373678000000005,8.530284,5,8112,50.5,22.5
4399057,1349520540.0,47.373756,8.53192,5,26321,31.0,42.5
4400805,1349529540.0,47.373208,8.528227000000001,5,4418,63.8,15.9
4400936,1349530200.0,47.374454,8.54603,5,7647,54.8,23.2
4400962,1349530320.0,47.370709999999995,8.548745,5,4966,62.9,17.6
4401717,1349534160.0,47.373471,8.531709,5,5530,61.5,19.1
4401785,1349534520.0,47.377016999999995,8.540703,5,8969,57.7,28.8
4401850,1349534880.0,47.370705,8.548697,5,7604,50.1,20.9
4401864,1349534940.0,47.369446999999994,8.554196000000001,5,10210,45.0,24.9
4402760,1349539500.0,47.369452,8.554200999999999,5,5334,60.0,17.9
4402907,1349540280.0,47.370667,8.548866,5,9082,50.4,25.1
4403455,1349543040.0,47.373653999999995,8.530296,5,11562,46.8,29.5
4403905,1349545380.0,47.373718,8.529496,5,10735,52.7,31.2
4404323,1349547540.0,47.374869,8.532684,5,20101,50.4,55.6
4404372,1349547780.0,47.377254,8.53937,5,36564,56.1,114.1
4405094,1349551500.0,47.373402,8.528799000000001,5,20412,49.3,55.2
4405887,1349555520.0,47.374565000000004,8.532548,5,54284,44.4,130.5
4406299,1349557620.0,47.373542,8.531725999999999,5,27152,50.5,75.3
4406692,1349559660.0,47.373566,8.529598,5,35916,51.4,101.6
4406804,1349560200.0,47.373158000000004,8.547123,5,24493,50.1,67.3
4407801,1349565360.0,47.370362,8.550224,5,15587,53.1,45.7
4408698,1349569920.0,47.374171000000004,8.546321,5,23522,43.3,55.0
4413964,1349612580.0,47.377047999999995,8.536978999999999,5,9654,43.4,22.6
4414550,1349615640.0,47.378797999999996,8.539721,5,4593,45.2,11.3
4414656,1349616180.0,47.37704,8.53698,5,5826,43.9,13.8
4414774,1349616840.0,47.379591,8.537500999999999,5,4207,45.6,10.4
4415445,1349620200.0,47.377171000000004,8.53962,5,7465,50.9,20.9
4416668,1349626500.0,47.378524,8.540794,5,8269,47.0,21.2
4417404,1349630280.0,47.37727,8.539411999999999,5,24998,36.0,47.7
4418827,1349637600.0,47.376983,8.536983,5,5593,45.3,13.7
4420185,1349644560.0,47.377496,8.541708999999999,5,12307,42.2,28.0
4420312,1349645220.0,47.377015,8.536978,5,11196,25.5,14.5
4426574,1349677320.0,47.37726,8.539416000000001,5,15101,40.9,33.2
4428158,1349685540.0,47.379897,8.537546,5,18968,45.1,46.4
4429391,1349691780.0,47.377182,8.537216,5,36324,37.8,73.1
4431537,1349702820.0,47.377041999999996,8.536939,5,28732,40.1,61.7
4431605,1349703180.0,47.37642,8.537636000000001,5,22097,41.0,48.7
4431664,1349703480.0,47.377114,8.541357000000001,5,24645,42.5,56.4
4432278,1349706600.0,47.377046,8.537011999999999,5,20162,43.9,47.8
4432933,1349709960.0,47.377121,8.537111,5,48381,31.0,77.9
4433025,1349710500.0,47.377238,8.539418,5,11549,49.7,31.4
4433628,1349713560.0,47.377033000000004,8.53699,5,16821,47.9,44.0
4433708,1349714040.0,47.37705,8.541114,5,22501,44.7,54.5
4437080,1349731260.0,47.377332,8.537266,5,35311,71.6,144.2
4437169,1349731740.0,47.377033000000004,8.538483,5,10484,49.7,28.6
4437712,1349734500.0,47.377953000000005,8.541698,5,7614,52.3,21.9
4437789,1349734920.0,47.377002000000005,8.536932,5,5574,55.4,17.1
4437809,1349734980.0,47.376944,8.536952000000001,5,5830,53.5,17.2
4437829,1349735100.0,47.376973,8.536951,5,6634,52.7,19.3
4438391,1349737980.0,47.377184,8.539722,5,8238,53.1,24.2
4438397,1349738040.0,47.377317,8.539238000000001,5,20870,51.3,58.9
4442740,1349760360.0,47.379985,8.537600999999999,5,5129,48.5,13.6
4444302,1349768400.0,47.376552000000004,8.537942,5,10617,40.6,23.1
4444915,1349771580.0,47.377103000000005,8.537023,5,13905,41.3,30.8
4445028,1349772120.0,47.377038,8.54117,5,19356,36.9,37.9
4445049,1349772240.0,47.377860999999996,8.541807,5,13555,40.8,29.7
4447028,1349782440.0,47.377133,8.536911,5,9021,41.5,20.1
4450545,1349800800.0,47.376811,8.538184,5,16497,45.0,40.3
4451113,1349803680.0,47.377908000000005,8.541704,5,22370,41.5,49.9
4451942,1349807940.0,47.376203000000004,8.537606,5,11999,38.9,24.9
4452517,1349810820.0,47.378576,8.540714999999999,5,15313,39.3,32.1
4452700,1349811840.0,47.377866,8.541768,5,11700,39.0,24.3
4453257,1349814660.0,47.377528000000005,8.537552999999999,5,12032,41.3,26.7
4453354,1349815200.0,47.377204,8.539371000000001,5,15834,34.3,28.6
4453395,1349815440.0,47.377971,8.541718,5,14736,36.4,28.4
4453880,1349817900.0,47.379995,8.537545,5,20822,27.7,29.6
4453883,1349817900.0,47.379999,8.537567999999998,5,19736,28.7,29.2
4453917,1349818080.0,47.377146,8.541464999999999,5,14534,41.4,32.3
4453946,1349818200.0,47.377618,8.537674,5,8157,34.7,14.9
4453947,1349818200.0,47.377496,8.537532,5,9128,33.8,16.2
4454614,1349821680.0,47.377716,8.538041,5,5366,42.1,12.2
4454632,1349821740.0,47.377004,8.536904,5,5149,43.7,12.2
4455419,1349825880.0,47.377005,8.536971000000001,5,5664,49.9,15.5
4458473,1349853300.0,47.366636,8.546175999999999,5,17272,37.3,34.2
4458476,1349853300.0,47.366822,8.545895,5,18206,38.0,36.8
4458537,1349853600.0,47.369186,8.539417,5,13476,43.3,31.5
4459047,1349856240.0,47.369661,8.539602,5,9188,45.7,22.8
4459118,1349856660.0,47.365485,8.547653,5,7881,46.0,19.7
4459127,1349856660.0,47.365004,8.548274000000001,5,17266,52.6,50.1
4459480,1349858460.0,47.374008,8.525636,5,12164,42.0,27.5
4459848,1349860440.0,47.373469,8.529463,5,10749,41.1,23.7
4459977,1349861040.0,47.365320000000004,8.547682,5,6795,39.4,14.3
4460784,1349865180.0,47.369642999999996,8.539317,5,25084,32.7,42.9
4461050,1349866620.0,47.362277,8.550239999999999,5,24442,33.5,43.0
4461140,1349867040.0,47.367921,8.539778,5,21330,35.1,39.5
4461700,1349869980.0,47.366925,8.545019,5,18285,40.5,39.7
4461741,1349870160.0,47.361422999999995,8.551216,5,14673,26.8,20.2
4461922,1349871120.0,47.362799,8.550158,5,14736,30.9,23.7
4462027,1349871660.0,47.36827,8.539849,5,8908,37.6,17.8
4463465,1349879040.0,47.366222,8.546451,5,10318,40.2,22.2
4463478,1349879100.0,47.365269,8.547832000000001,5,13419,38.3,27.4
4463660,1349880000.0,47.360118,8.552481,5,7828,29.4,11.9
4463711,1349880360.0,47.367021,8.544708,5,11730,46.0,29.3
4464238,1349883000.0,47.372772,8.533947999999999,5,15657,53.4,46.2
4464364,1349883660.0,47.364812,8.548296,5,13213,42.3,30.1
4464523,1349884560.0,47.362481,8.550432,5,22380,39.0,46.6
4464720,1349885520.0,47.374103999999996,8.525765,5,6197,42.7,14.3
4465626,1349890200.0,47.372983000000005,8.533545,5,11080,36.6,21.5
4466117,1349892720.0,47.373311,8.528414999999999,5,18609,51.7,52.9
4467069,1349897640.0,47.367757,8.539932,5,10283,42.0,23.3
4468218,1349903580.0,47.366934,8.545103999999998,5,7433,46.8,18.9
4468241,1349903700.0,47.366521999999996,8.54117,5,8913,42.8,20.6
4469030,1349907780.0,47.366958000000004,8.545178,5,14870,41.9,33.5
4469551,1349910480.0,47.37372,8.5304,5,5975,54.2,17.9
4469617,1349910780.0,47.366438,8.540687,5,12211,40.1,26.2
4470488,1349915220.0,47.368426,8.539735,5,7522,39.0,15.7
4471513,1349936460.0,47.377179,8.539632000000001,5,15552,49.6,42.3
4472220,1349940120.0,47.378565,8.541189,5,14526,50.9,40.7
4472921,1349943720.0,47.379896,8.537511,5,28768,45.8,71.7
4473595,1349947200.0,47.377059,8.541227000000001,5,39529,40.9,86.8
4473628,1349947380.0,47.379929,8.537525,5,16197,44.2,38.8
4474805,1349953440.0,47.378603999999996,8.540295,5,28568,38.6,58.9
4476233,1349960940.0,47.377641,8.538518,5,15453,43.0,35.9
4478378,1349972220.0,47.377133,8.538518,5,16774,47.3,43.3
4479060,1349975820.0,47.376371,8.537757000000001,5,9557,47.4,24.7
4480448,1349983140.0,47.377245,8.539404,5,17163,50.7,47.8
4480465,1349983200.0,47.377037,8.541261,5,22210,43.0,51.5
4480474,1349983260.0,47.377885,8.541765,5,23253,51.0,65.2
4481729,1349989860.0,47.377044,8.536987,5,6340,62.9,22.5
4482361,1349993040.0,47.378531,8.540803,5,5415,69.6,21.4
4488892,1350026880.0,47.376917999999996,8.536819,5,19335,54.1,57.9
4489590,1350030480.0,47.377082,8.536932,5,24903,41.6,55.7
4489593,1350030480.0,47.377126000000004,8.53692,5,26152,40.2,56.3
4489606,1350030540.0,47.377062,8.536942,5,26433,38.3,54.0
4489646,1350030780.0,47.376356,8.53774,5,24060,45.4,59.3
4490851,1350037080.0,47.379995,8.537589,5,13515,45.0,33.0
4491068,1350038160.0,47.377922,8.541771,5,20030,43.7,47.3
4491565,1350040740.0,47.379985,8.537519,5,15440,49.3,41.7
4491721,1350041520.0,47.376129,8.537613,5,11964,44.9,29.1
4492278,1350044400.0,47.378335,8.541451,5,34184,39.3,71.8
4492422,1350045120.0,47.375780999999996,8.537117,5,16117,45.8,40.1
4492441,1350045180.0,47.377210999999996,8.53937,5,33260,38.8,68.9
4493088,1350048540.0,47.377019,8.536984,5,7986,43.1,18.6
4493731,1350051840.0,47.377435,8.537435,5,16045,36.4,31.0
4495091,1350058860.0,47.377532,8.541735000000001,5,66902,35.5,125.6
4495262,1350059700.0,47.377866999999995,8.541768,5,14164,38.3,28.9
4495948,1350063240.0,47.377087,8.538487,5,9420,36.4,18.2
4497366,1350070560.0,47.377809,8.541757,5,27130,52.1,77.9
4497890,1350073320.0,47.377494,8.54171,5,23107,40.8,50.6
4497939,1350073560.0,47.377061,8.536991,5,9538,35.8,18.1
4499944,1350083880.0,47.377641,8.538405000000001,5,20823,38.8,43.1
4499988,1350084120.0,47.377088,8.536961,5,11966,40.1,25.7
4500114,1350084780.0,47.378456,8.541436000000001,5,12149,38.8,25.1
4504575,1350107700.0,47.377157000000004,8.539574,5,15751,38.4,32.2
4505146,1350110700.0,47.377062,8.540308,5,19789,65.3,73.1
4507260,1350121620.0,47.376135999999995,8.536369,5,42019,26.2,56.3
4507938,1350125160.0,47.376308,8.53637,5,12503,37.9,25.2
4508485,1350128040.0,47.378785,8.539725,5,16358,36.3,31.5
4508628,1350128700.0,47.376265999999994,8.536384,5,31892,30.5,50.6
4509959,1350135600.0,47.377081,8.540448,5,14876,36.9,29.1
4510702,1350139440.0,47.377038,8.537018,5,10818,37.2,21.3
4511393,1350142980.0,47.37706,8.537011,5,7463,45.8,18.6
4511429,1350143160.0,47.376143,8.536352,5,14428,48.1,37.9
4512068,1350146460.0,47.377045,8.537,5,4942,49.7,13.5
4512122,1350146760.0,47.376374,8.536446,5,6796,52.0,19.5
4512772,1350150060.0,47.377356,8.539058,5,8078,45.5,19.9
4513574,1350154200.0,47.377421999999996,8.541725,5,20469,43.0,47.5
4514151,1350157200.0,47.377062,8.5401,5,13243,47.2,34.1
4514160,1350157260.0,47.37725,8.539323,5,10987,47.7,28.6
4514907,1350161100.0,47.377001,8.537002000000001,5,8399,50.0,23.0
4514986,1350161520.0,47.377883000000004,8.541762,5,12701,48.2,33.4
4515487,1350164160.0,47.379988,8.537532,5,15783,48.2,41.5
4515565,1350164520.0,47.377004,8.536945,5,14241,44.1,34.0
4516253,1350168060.0,47.377047999999995,8.536978,5,7800,50.7,21.7
4516281,1350168240.0,47.377047,8.536972,5,5203,56.5,16.3
4516287,1350168240.0,47.377041999999996,8.536992999999999,5,5470,55.9,17.0
4517579,1350174960.0,47.376711,8.538125,5,9762,44.0,23.2
4517609,1350175080.0,47.374590999999995,8.532456,5,5727,48.3,15.1
4517619,1350175140.0,47.373670000000004,8.530117,5,5949,49.5,16.2
4518347,1350230280.0,47.373618,8.530111999999999,5,6408,44.0,15.3
4518384,1350230460.0,47.374106,8.525727,5,5092,46.9,13.0
4519512,1350236340.0,47.373466,8.53143,5,12994,44.3,31.1
4519914,1350238380.0,47.37601,8.537386,5,11700,45.3,28.8
4521280,1350245400.0,47.36942,8.554337,5,9852,46.7,25.0
4522049,1350249420.0,47.37722,8.53937,5,8093,55.4,24.9
4522371,1350251040.0,47.377337,8.539150999999999,5,16906,53.9,50.4
4522853,1350253560.0,47.377186,8.539396,5,11641,49.4,31.5
4523269,1350255660.0,47.374204,8.525497999999999,5,10435,45.1,25.6
4523647,1350257640.0,47.376518,8.534831,5,10723,47.5,27.8
4524043,1350259620.0,47.375971,8.536307,5,10542,48.8,28.1
4525865,1350281460.0,47.372824,8.547366,5,5113,36.9,10.0
4526139,1350282840.0,47.375155,8.532966,5,9492,34.8,17.4
4526979,1350287280.0,47.376539,8.534949000000001,5,15132,35.3,28.2
4527577,1350290340.0,47.370691,8.548743,5,16893,39.7,35.8
4527844,1350291780.0,47.376452,8.537711,5,39843,24.3,49.1
4528320,1350294240.0,47.375758000000005,8.536873,5,6844,45.7,17.0
4529497,1350300420.0,47.372758000000005,8.547445,5,27156,28.7,40.2
4529521,1350300540.0,47.376895000000005,8.543224,5,8926,41.6,19.9
4529558,1350300720.0,47.376653000000005,8.537955,5,12069,44.5,29.1
4529582,1350300840.0,47.376156,8.534234,5,6822,44.8,16.6
4531204,1350309240.0,47.370219,8.550796,5,5665,47.2,14.6
4532219,1350314520.0,47.373633,8.530009,5,5417,48.3,14.3
4532582,1350316440.0,47.374069,8.525694,5,9551,42.8,22.0
4532647,1350316740.0,47.376073,8.537463,5,5513,50.0,15.1
4532696,1350317040.0,47.376841,8.544347,5,11386,56.0,35.4
4533576,1350321540.0,47.372894,8.547317,5,26091,43.7,61.6
4534299,1350325320.0,47.374109000000004,8.525618,5,13103,44.7,31.8
4534845,1350328140.0,47.374099,8.525714,5,10924,37.9,22.0
4535216,1350330000.0,47.37358,8.530056,5,13021,38.1,26.4
4535259,1350330240.0,47.376232,8.534363,5,10553,39.6,22.4
4542054,1350365220.0,47.366541,8.541217999999999,5,8111,40.6,17.6
4542650,1350368280.0,47.363453,8.549453,5,14112,43.0,32.7
4543364,1350372000.0,47.374138,8.525647,5,29849,39.9,63.8
4543488,1350372600.0,47.367014000000005,8.543907,5,42911,45.5,106.1
4543516,1350372720.0,47.365564,8.547543,5,21345,43.5,50.2
4543751,1350373980.0,47.366975,8.545107000000002,5,37846,45.4,93.2
4543789,1350374160.0,47.366527000000005,8.540589,5,31272,49.9,85.7
4543816,1350374340.0,47.36954,8.539003,5,19154,44.6,46.3
4543820,1350374340.0,47.369576,8.538972,5,18885,44.8,45.9
4543840,1350374460.0,47.372328,8.53487,5,28370,45.3,69.7
4544305,1350376740.0,47.372279999999996,8.534707000000001,5,30096,43.3,70.4
4544389,1350377220.0,47.366814,8.545511,5,25696,50.8,71.7
4545271,1350381780.0,47.363906,8.549091,5,16933,49.8,46.3
4545547,1350383160.0,47.366513,8.541149,5,34349,34.8,63.0
4546060,1350385800.0,47.370094,8.537759,5,23337,40.7,50.9
4546344,1350387240.0,47.3627,8.550232000000001,5,16610,42.2,37.7
4547319,1350392340.0,47.369162,8.539451,5,20017,47.0,51.2
4547789,1350394740.0,47.370063,8.537801,5,5710,43.8,13.5
4548171,1350396720.0,47.368158,8.539913,5,7427,41.1,16.4
4549068,1350401280.0,47.368895,8.539436,5,10995,36.7,21.4
4549582,1350403980.0,47.367051000000004,8.540280000000001,5,13098,36.3,25.2
4549977,1350405960.0,47.372263000000004,8.534783000000001,5,12842,42.0,29.0
4551546,1350414060.0,47.365526,8.54747,5,18004,38.8,37.3
4551840,1350415500.0,47.368122,8.539844,5,16053,41.2,35.5
4551875,1350415680.0,47.371855,8.535308,5,17610,43.3,41.2
4552365,1350418260.0,47.368964,8.539619,5,19147,41.8,43.0
4552756,1350420240.0,47.373615,8.530806,5,15640,42.9,36.2
4552828,1350450600.0,47.37699,8.540881,5,17598,44.3,42.2
4553619,1350454680.0,47.377015,8.540977,5,22898,50.0,62.9
4554406,1350458700.0,47.376759,8.543886,5,27571,47.3,71.2
4555315,1350463380.0,47.372828000000005,8.547362,5,58966,43.3,138.0
4555523,1350464460.0,47.369563,8.553802000000001,5,59649,39.1,124.6
4557050,1350472320.0,47.373937,8.546403999999999,5,49165,51.0,138.0
4557916,1350476820.0,47.376919,8.542328999999999,5,21741,37.9,43.8
4558176,1350478140.0,47.372817,8.547441000000001,5,22084,43.7,52.2
4559031,1350482520.0,47.370437,8.549858,5,12312,45.1,30.1
4559137,1350483120.0,47.376181,8.534179,5,11223,44.5,27.0
4559595,1350485460.0,47.375596,8.533508,5,9056,43.6,21.3
4559645,1350485700.0,47.377210999999996,8.539409,5,20966,44.5,50.6
4559696,1350485940.0,47.372847,8.547369999999999,5,15913,53.1,46.7
4559701,1350485940.0,47.372284,8.547557000000001,5,11918,46.0,29.8
4559894,1350487020.0,47.370557,8.549511,5,41641,47.3,107.5
4560446,1350489840.0,47.373622999999995,8.530024000000001,5,11622,41.0,25.6
4560851,1350491940.0,47.375832,8.53678,5,28698,43.6,67.5
4560921,1350492300.0,47.373431,8.527955,5,10973,41.0,24.1
4561440,1350495000.0,47.376618,8.544616,5,27551,40.8,60.3
4562237,1350499080.0,47.375795000000004,8.537139,5,46598,46.9,119.0
4562668,1350501300.0,47.373526,8.52737,5,48279,50.8,134.7
4563478,1350505500.0,47.376845,8.538038,5,31329,50.4,86.7
4564010,1350508200.0,47.375494,8.545314999999999,5,26861,43.3,62.7
4566621,1350521640.0,47.372438,8.547572,5,33802,48.6,89.8
4566677,1350521940.0,47.377261,8.539344999999999,5,18151,49.0,48.7
4567536,1350541140.0,47.373607,8.529662,5,15004,52.4,43.4
4567586,1350541380.0,47.375966999999996,8.537469,5,14181,53.5,41.9
4575543,1350623760.0,47.36585,8.532247,5,16620,54.5,50.2
4575923,1350625740.0,47.379639000000005,8.537478,5,29878,47.0,76.5
4577565,1350634260.0,47.364611,8.530426,5,22074,63.6,79.1
4577975,1350636420.0,47.379073999999996,8.538858,5,38021,46.3,95.8
4578594,1350639600.0,47.364635,8.530515,5,22095,54.0,66.0
4578924,1350641280.0,47.367534,8.534275,5,44494,42.4,101.6
4580010,1350646920.0,47.373058,8.538234,5,39221,50.9,109.8
4580018,1350646920.0,47.37429,8.538545,5,35448,50.4,98.1
4581033,1350652200.0,47.369371,8.538375,5,16236,51.2,45.7
4581719,1350655740.0,47.367049,8.533665,5,16343,50.4,45.2
4582640,1350660540.0,47.378535,8.540659,5,30283,44.1,72.3
4585312,1350674400.0,47.364327,8.529772,5,23621,48.9,63.3
4585393,1350674820.0,47.373402,8.538219999999999,5,30112,48.6,80.1
4589143,1350715440.0,47.372386,8.538464,5,14093,66.0,52.6
4589196,1350715680.0,47.377886,8.541766,5,16999,65.5,62.9
4589887,1350719220.0,47.365212,8.531417999999999,5,11378,70.7,45.8
4590124,1350720420.0,47.361608000000004,8.525889999999999,5,14982,61.0,51.2
